Gene stable ID,Gene Synonym,Gene name,NCBI gene (formerly Entrezgene) ID
ENSG00000088881,RP5-860F19.3,EBF4,57593
ENSG00000088726,FLJ11036,TMEM40,55287
ENSG00000274427,,AC145423.2,
ENSG00000234119,,METAP2P1,
ENSG00000223711,,AC069213.1,
ENSG00000253539,,AC018442.2,
ENSG00000251450,CTC-459I6.1,RASGRF2-AS1,
ENSG00000253532,,AC107909.1,
ENSG00000279876,,AC079248.2,
ENSG00000253562,,AC107909.2,
ENSG00000233842,,AC079248.1,
ENSG00000237704,,AP004289.2,
ENSG00000236844,,AC069213.3,
ENSG00000248794,,AC026436.1,
ENSG00000105767,IGSF4C,CADM4,199731
ENSG00000105767,Necl-4,CADM4,199731
ENSG00000105767,SynCAM4,CADM4,199731
ENSG00000105767,TSLL2,CADM4,199731
ENSG00000236583,,AP004290.1,
ENSG00000249772,,AC026427.1,
ENSG00000253180,,AC104986.1,
ENSG00000236425,,AC069213.2,
ENSG00000253948,OLC8,VPS13B-DT,
ENSG00000259962,,AC007342.2,
ENSG00000286115,,AC010092.1,
ENSG00000113319,GRF2,RASGRF2,5924
ENSG00000113319,Ras-GRF2,RASGRF2,5924
ENSG00000116871,FLJ10350,MAP7D1,55700
ENSG00000116871,FLJ39022,MAP7D1,55700
ENSG00000116871,PARCC1,MAP7D1,55700
ENSG00000116871,RPRC1,MAP7D1,55700
ENSG00000205086,,C2orf91,
ENSG00000226398,,AC013480.1,
ENSG00000235769,C6orf22,LY6G6E,
ENSG00000235769,G6e,LY6G6E,
ENSG00000143398,,PIP5K1A,8394
ENSG00000240957,C6orf21,LY6G6F,259215
ENSG00000240957,G6f,LY6G6F,259215
ENSG00000240957,LY6G6D,LY6G6F,259215
ENSG00000240957,NG32,LY6G6F,259215
ENSG00000164089,AGXT2L1,ETNPPL,64850
ENSG00000279296,lncRNA-PRAL,PRAL,
ENSG00000011422,CD87,PLAUR,5329
ENSG00000011422,UPAR,PLAUR,5329
ENSG00000011422,URKR,PLAUR,5329
ENSG00000235043,,TECRP1,
ENSG00000251411,,AC093827.3,
ENSG00000236902,G6F-LY6G6D,LY6G6D,58530
ENSG00000236902,MEGT-1,LY6G6D,58530
ENSG00000236902,MEGT1,LY6G6D,58530
ENSG00000236902,C6orf23,LY6G6D,58530
ENSG00000236902,G6D,LY6G6D,58530
ENSG00000236902,Ly6-D,LY6G6D,58530
ENSG00000236902,MEGT1,LY6G6D,58530
ENSG00000236902,NG25,LY6G6D,58530
ENSG00000236902,G6F-LY6G6D,LY6G6D,110599563
ENSG00000236902,MEGT-1,LY6G6D,110599563
ENSG00000236902,MEGT1,LY6G6D,110599563
ENSG00000236902,C6orf23,LY6G6D,110599563
ENSG00000236902,G6D,LY6G6D,110599563
ENSG00000236902,Ly6-D,LY6G6D,110599563
ENSG00000236902,MEGT1,LY6G6D,110599563
ENSG00000236902,NG25,LY6G6D,110599563
ENSG00000164331,,ANKRA2,57763
ENSG00000175344,,CHRNA7,1139
ENSG00000285458,,AC093827.5,
ENSG00000006025,MGC71150,OSBPL7,114881
ENSG00000006025,ORP7,OSBPL7,114881
ENSG00000188778,,ADRB3,155
ENSG00000216754,,AL050335.1,
ENSG00000226125,,LINC01907,
ENSG00000235505,,CASP17P,
ENSG00000258159,,IMMP1LP2,
ENSG00000169154,MGC33309,GOT1L1,137362
ENSG00000248883,,B4GALNT2P1,
ENSG00000148734,GPR147,NPFFR1,64106
ENSG00000148734,NPFF1R1,NPFFR1,64106
ENSG00000148734,OT7T022,NPFFR1,64106
ENSG00000111335,,OAS2,4939
ENSG00000135932,CGI-66,CAB39,51719
ENSG00000135932,MO25,CAB39,51719
ENSG00000103769,YL8,RAB11A,8766
ENSG00000285880,,AC144573.1,
ENSG00000197503,C12orf67,LINC00477,
ENSG00000197503,FAM191B,LINC00477,
ENSG00000197503,FLJ32894,LINC00477,
ENSG00000280484,,AL732314.3,
ENSG00000256852,,KNOP1P1,
ENSG00000280769,,AL732314.7,
ENSG00000135378,TMG4,PRRG4,79056
ENSG00000244662,,AC087312.1,
ENSG00000271888,,AL136162.1,
ENSG00000255745,,AC023796.1,
ENSG00000164338,FLJ12787,UTP15,84135
ENSG00000164338,FLJ23637,UTP15,84135
ENSG00000164338,NET21,UTP15,84135
ENSG00000174358,,SLC6A19,340024
ENSG00000126254,MGC10433,RBM42,79171
ENSG00000285263,,AC244635.3,
ENSG00000270865,,RPL12P48,
ENSG00000273772,BCD541,SMN2,6606
ENSG00000273772,GEMIN1,SMN2,6606
ENSG00000273772,SMNC,SMN2,6606
ENSG00000273772,TDRD16B,SMN2,6606
ENSG00000273772,BCD541,SMN2,6607
ENSG00000273772,GEMIN1,SMN2,6607
ENSG00000273772,SMNC,SMN2,6607
ENSG00000273772,TDRD16B,SMN2,6607
ENSG00000100526,CDI1,CDKN3,1033
ENSG00000100526,KAP,CDKN3,1033
ENSG00000187840,4E-BP1,EIF4EBP1,1978
ENSG00000187840,PHAS-I,EIF4EBP1,1978
ENSG00000241582,RPL23AP9,RPL23AP8,
ENSG00000130544,MGC4054,ZNF557,79230
ENSG00000019549,SLUG,SNAI2,6591
ENSG00000019549,SLUGH,SNAI2,6591
ENSG00000019549,SLUGH1,SNAI2,6591
ENSG00000019549,SNAIL2,SNAI2,6591
ENSG00000187714,VACHT,SLC18A3,6572
ENSG00000260949,,AP006545.1,
ENSG00000286677,,AP006545.3,
ENSG00000272128,,AP006545.2,
ENSG00000070748,,CHAT,1103
ENSG00000241468,ATP5J2,ATP5MF,9551
ENSG00000241468,ATP5JL,ATP5MF,9551
ENSG00000276833,hTAFII68,TAF15,8148
ENSG00000276833,Npl3,TAF15,8148
ENSG00000276833,RBP56,TAF15,8148
ENSG00000276833,TAF2N,TAF15,8148
ENSG00000089127,IFI-4,OAS1,4938
ENSG00000089127,OIAS,OAS1,4938
ENSG00000089127,OIASI,OAS1,4938
ENSG00000224066,,AL049795.1,
ENSG00000237758,,BANF1P3,
ENSG00000167077,MGC40042,MEI1,150365
ENSG00000167077,SPATA38,MEI1,150365
ENSG00000279807,,AC011472.5,
ENSG00000267082,,AC011472.1,
ENSG00000230414,,HLA-DQB1-AS1,
ENSG00000270891,,AC012507.2,
ENSG00000160050,MGC1203,CCDC28B,79140
ENSG00000160050,RP4-622L5.5,CCDC28B,79140
ENSG00000273733,,AC011472.4,
ENSG00000243245,,BX248406.2,
ENSG00000231939,CELIAC1,HLA-DQB1,3119
ENSG00000231939,HLA-DQB,HLA-DQB1,3119
ENSG00000231939,IDDM1,HLA-DQB1,3119
ENSG00000234528,dJ271M21,SUMO2P1,
ENSG00000234528,SMT3Bp,SUMO2P1,
ENSG00000234528,SMT3H2P,SUMO2P1,
ENSG00000234528,SUMO2P,SUMO2P1,
ENSG00000267133,,AC011518.1,
ENSG00000074621,CSNB1D,SLC24A1,9187
ENSG00000074621,HsT17412,SLC24A1,9187
ENSG00000074621,KIAA0702,SLC24A1,9187
ENSG00000074621,NCKX,SLC24A1,9187
ENSG00000074621,NCKX1,SLC24A1,9187
ENSG00000074621,RODX,SLC24A1,9187
ENSG00000235488,,JARID2-AS1,
ENSG00000008083,JMJ,JARID2,3720
ENSG00000167080,Cad,B4GALNT2,124872
ENSG00000167080,GALGT2,B4GALNT2,124872
ENSG00000167080,Sda,B4GALNT2,124872
ENSG00000267204,,LINC01782,
ENSG00000286041,,AC074139.1,
ENSG00000226920,,AL160004.1,
ENSG00000069248,FLJ10814,NUP133,55746
ENSG00000168813,KIAA1084,ZNF507,22847
ENSG00000168813,Zfp507,ZNF507,22847
ENSG00000230887,PERB11.3,MICC,
ENSG00000214021,DKFZP434B103,TTLL3,26140
ENSG00000214021,HOTTL,TTLL3,26140
ENSG00000217334,,AL355615.2,
ENSG00000093100,,AC016026.1,
ENSG00000234913,,AC016027.2,
ENSG00000237446,,RHEBP3,
ENSG00000115474,Kir1.4,KCNJ13,3769
ENSG00000115474,Kir7.1,KCNJ13,3769
ENSG00000115474,LCA16,KCNJ13,3769
ENSG00000205971,,AC074389.1,
ENSG00000234977,,AC074389.3,
ENSG00000225968,PPP1R28,ELFN1,392617
ENSG00000233317,U92032.1,MTCO3P1,
ENSG00000113013,GRP75,HSPA9,3313
ENSG00000113013,HSPA9B,HSPA9,3313
ENSG00000113013,mot-2,HSPA9,3313
ENSG00000113013,mthsp75,HSPA9,3313
ENSG00000113013,PBP74,HSPA9,3313
ENSG00000232343,,BX248406.1,
ENSG00000176343,,RPL37AP8,
ENSG00000236081,MYCLo-2,ELFN1-AS1,
ENSG00000234968,D6S205,HLA-DQB3,
ENSG00000234968,D6S205E,HLA-DQB3,
ENSG00000234968,DQB3,HLA-DQB3,
ENSG00000234968,DVB,HLA-DQB3,
ENSG00000234968,HLA-DVB,HLA-DQB3,
ENSG00000160051,FLJ10547,IQCC,55721
ENSG00000287350,,AL137786.2,
ENSG00000231526,HLA-DXA,HLA-DQA2,3117
ENSG00000231526,HLA-DXA,HLA-DQA2,3118
ENSG00000273889,FLJ46072,FAM83H,286077
ENSG00000287772,,AL137786.3,
ENSG00000258979,,LINC02299,
ENSG00000169877,EDRF,AHSP,51327
ENSG00000169877,ERAF,AHSP,51327
ENSG00000241685,Arc40,ARPC1A,10552
ENSG00000241685,SOP2Hs,ARPC1A,10552
ENSG00000241685,SOP2L,ARPC1A,10552
ENSG00000182600,ASCL830,SNORC,389084
ENSG00000182600,C2orf82,SNORC,389084
ENSG00000182600,UNQ830,SNORC,389084
ENSG00000287023,,AC018978.1,
ENSG00000162878,SgK493,PKDCC,91461
ENSG00000162878,Vlk,PKDCC,91461
ENSG00000226165,HLA-DXB,HLA-DQB2,3120
ENSG00000273884,CD85e,LILRA3,11026
ENSG00000273884,HM31,LILRA3,11026
ENSG00000273884,HM43,LILRA3,11026
ENSG00000273884,ILT6,LILRA3,11026
ENSG00000273884,LIR-4,LILRA3,11026
ENSG00000273884,LIR4,LILRA3,11026
ENSG00000185221,,GAPDHP24,
ENSG00000251001,,AC026427.2,
ENSG00000223869,,AC099563.1,
ENSG00000247572,,CKMT2-AS1,
ENSG00000287008,,AC099563.2,
ENSG00000224826,,USP21P1,
ENSG00000261332,,AC116348.4,
ENSG00000260487,,AC116348.3,
ENSG00000228681,,AC008072.1,
ENSG00000005844,CD11A,ITGAL,3683
ENSG00000005844,LFA-1,ITGAL,3683
ENSG00000261783,,AC009054.2,
ENSG00000124019,FLJ22746,FAM124B,79843
ENSG00000259999,,AC009054.1,
ENSG00000203971,,AL354984.1,
ENSG00000166822,FLJ37611,TMEM170A,124491
ENSG00000166822,TMEM170,TMEM170A,124491
ENSG00000275852,,LINC01742,
ENSG00000241409,,AC064852.1,
ENSG00000138756,BIKe,BMP2K,55589
ENSG00000138756,DKFZp434K0614,BMP2K,55589
ENSG00000231261,bK216E10,HMGN2P10,
ENSG00000231261,HMG17L2,HMGN2P10,
ENSG00000231261,HMGN2L10,HMGN2P10,
ENSG00000147853,AK3L1,AK3,50808
ENSG00000147853,AK6,AK3,50808
ENSG00000147853,AKL3L1,AK3,50808
ENSG00000257452,,AC004551.1,
ENSG00000287581,,AC016549.1,
ENSG00000111331,,OAS3,4940
ENSG00000038382,ARHGEF23,TRIO,7204
ENSG00000101888,P15-2,NXT2,55916
ENSG00000235397,,EPN2-AS1,
ENSG00000223833,1C7,NCR3,259197
ENSG00000223833,CD337,NCR3,259197
ENSG00000223833,LY117,NCR3,259197
ENSG00000223833,NKp30,NCR3,259197
ENSG00000240995,,AC069454.1,
ENSG00000226869,,LHFPL3-AS1,
ENSG00000166484,BMK1,MAPK7,5598
ENSG00000166484,ERK5,MAPK7,5598
ENSG00000166484,PRKM7,MAPK7,5598
ENSG00000279577,,AC073539.4,
ENSG00000274220,,AC009163.7,
ENSG00000274875,,ZNF92P2,
ENSG00000272398,CD24A,CD24,100133941
ENSG00000153774,BCNT,CFDP1,10428
ENSG00000153774,CENP-29,CFDP1,10428
ENSG00000153774,CP27,CFDP1,10428
ENSG00000153774,p97,CFDP1,10428
ENSG00000153774,SWC5,CFDP1,10428
ENSG00000153774,Yeti,CFDP1,10428
ENSG00000280501,CEA,CEACAM7,1087
ENSG00000280501,CGM2,CEACAM7,1087
ENSG00000142453,PRMT4,CARM1,10498
ENSG00000282685,onco-lncRNA-3,FAM83H-AS1,
ENSG00000228446,,ANKRD49P1,
ENSG00000036257,,CUL3,8452
ENSG00000281424,,AC243960.11,
ENSG00000106244,HASPP28,PDAP1,11333
ENSG00000106244,PAP,PDAP1,11333
ENSG00000106244,PAP1,PDAP1,11333
ENSG00000280545,,AC243960.8,
ENSG00000281659,,DNAJC19P3,
ENSG00000213529,,AL359073.1,
ENSG00000282519,,AC105219.4,
ENSG00000225329,,LHFPL3-AS2,
ENSG00000236209,,AC104135.1,
ENSG00000204792,,LINC01291,
ENSG00000237606,,AC091286.1,
ENSG00000187416,LHFPL4,LHFPL3,375612
ENSG00000230836,AC104135.4,LINC01293,
ENSG00000230836,TCONS_00002938,LINC01293,
ENSG00000274131,CGM7,CEACAM4,1089
ENSG00000197258,,EIF4BP6,
ENSG00000228250,C6orf24,LY6G6C,80740
ENSG00000228250,G6c,LY6G6C,80740
ENSG00000228250,NG24,LY6G6C,80740
ENSG00000234669,bA145L22,ZFP57,346171
ENSG00000234669,bA145L22.2,ZFP57,346171
ENSG00000234669,C6orf40,ZFP57,346171
ENSG00000234669,ZNF698,ZFP57,346171
ENSG00000249257,,AC097473.1,
ENSG00000287100,,AL078600.1,
ENSG00000283525,,AC005622.1,105372412
ENSG00000286540,,AL096854.1,
ENSG00000216710,,COX6A1P3,
ENSG00000287992,,AL357513.1,
ENSG00000124449,CINEMA,IRGC,56269
ENSG00000124449,Iigp5,IRGC,56269
ENSG00000124449,IRGC1,IRGC,56269
ENSG00000182676,DYSFIP1,PPP1R27,116729
ENSG00000182676,toonin,PPP1R27,116729
ENSG00000223635,,AL121990.1,
ENSG00000160917,CPSF30,CPSF4,10898
ENSG00000160917,NAR,CPSF4,10898
ENSG00000237459,C6orf25,MPIG6B,80739
ENSG00000237459,G6b,MPIG6B,80739
ENSG00000237459,G6b-B,MPIG6B,80739
ENSG00000237459,NG31,MPIG6B,80739
ENSG00000183844,2-21,FAM3B,54097
ENSG00000183844,C21orf11,FAM3B,54097
ENSG00000183844,C21orf76,FAM3B,54097
ENSG00000183844,D21M16SJHU19e,FAM3B,54097
ENSG00000183844,ORF9,FAM3B,54097
ENSG00000183844,PANDER,FAM3B,54097
ENSG00000183844,PRED44,FAM3B,54097
ENSG00000186280,FLJ10251,KDM4D,55693
ENSG00000186280,JMJD2D,KDM4D,55693
ENSG00000279160,,AC009336.2,
ENSG00000237380,,HOXD-AS2,
ENSG00000261476,,AC009163.4,
ENSG00000261717,,AC009163.5,
ENSG00000103274,CIAO5,NUBP1,4682
ENSG00000103274,NBP1,NUBP1,4682
ENSG00000103274,NBP35,NUBP1,4682
ENSG00000229898,OTTHUMG00000086707,ZDHHC20P1,
ENSG00000259924,,AC011939.1,
ENSG00000236512,,AL390026.1,
ENSG00000278355,CD85,LILRA5,353514
ENSG00000278355,CD85f,LILRA5,353514
ENSG00000278355,ILT11,LILRA5,353514
ENSG00000278355,LILRB7,LILRA5,353514
ENSG00000278355,LIR9,LILRA5,353514
ENSG00000275638,,AC011939.3,
ENSG00000064490,ANKRA1,RFXANK,8625
ENSG00000064490,BLS,RFXANK,8625
ENSG00000064490,F14150_1,RFXANK,8625
ENSG00000064490,MGC138628,RFXANK,8625
ENSG00000064490,RFX-B,RFXANK,8625
ENSG00000255653,,AP002383.1,
ENSG00000105771,C19orf61,SMG9,56006
ENSG00000105771,FLJ12886,SMG9,56006
ENSG00000249271,,HNRNPA1P44,
ENSG00000235268,JMJD2E,KDM4E,390245
ENSG00000235268,KDM4DL,KDM4E,390245
ENSG00000235268,KDM5E,KDM4E,390245
ENSG00000178904,,DPY19L3,147991
ENSG00000232119,MCT-1,MCTS1,28985
ENSG00000174485,IRLB,DENND4A,10260
ENSG00000174485,MYCPBP,DENND4A,10260
ENSG00000226363,,HAGLROS,
ENSG00000274486,,AP002383.5,
ENSG00000175879,HOX4,HOXD8,3234
ENSG00000175879,HOX4E,HOXD8,3234
ENSG00000163291,,PAQR3,152559
ENSG00000027697,CD119,IFNGR1,3459
ENSG00000027697,IFNGR,IFNGR1,3459
ENSG00000105672,ER71,ETV2,2116
ENSG00000170515,,PA2G4,5036
ENSG00000115084,FLJ22004,SLC35F5,80255
ENSG00000288523,,AC025160.1,
ENSG00000287759,,AL353151.2,
ENSG00000286662,,AC087894.3,
ENSG00000105514,D2-2,RAB3D,9545
ENSG00000105514,GOV,RAB3D,9545
ENSG00000105514,RAB16,RAB3D,9545
ENSG00000105514,RAD3D,RAB3D,9545
ENSG00000225708,,AL354984.2,
ENSG00000270820,,AC016727.1,
ENSG00000225556,FAM148D,C2CD4D,100191040
ENSG00000270411,,AL354984.3,
ENSG00000263893,,AC080037.2,
ENSG00000285857,,AC016727.3,
ENSG00000280116,,AC231657.2,
ENSG00000128652,HOX1D,HOXD3,3232
ENSG00000128652,HOX4,HOXD3,3232
ENSG00000128652,HOX4A,HOXD3,3232
ENSG00000278364,bA748L13.4,TRIAP1P1,
ENSG00000278364,C10orf135,TRIAP1P1,
ENSG00000118508,,RAB32,10981
ENSG00000196407,FLJ37964,THEM5,284486
ENSG00000276595,FLJ44037,PTCHD3,374308
ENSG00000276595,PTR,PTCHD3,374308
ENSG00000258660,,AC006146.1,
ENSG00000119661,1700010H15RiK,DNAL1,83544
ENSG00000119661,C14orf168,DNAL1,83544
ENSG00000119661,CILD16,DNAL1,83544
ENSG00000119661,MGC12435,DNAL1,83544
ENSG00000270977,,AC015849.5,
ENSG00000234614,,C2CD4D-AS1,
ENSG00000279475,,AC087894.2,
ENSG00000260392,,AC090518.1,
ENSG00000275985,,ANKRD30BP3,
ENSG00000267174,,AC011472.2,
ENSG00000272729,,AC009336.1,
ENSG00000171155,C1GALT2,C1GALT1C1,29071
ENSG00000171155,COSMC,C1GALT1C1,29071
ENSG00000278121,,AL512324.2,
ENSG00000170166,HOX4,HOXD4,3233
ENSG00000170166,HOX4B,HOXD4,3233
ENSG00000276798,CD85g,LILRA4,23547
ENSG00000276798,ILT7,LILRA4,23547
ENSG00000237468,,AL359547.1,
ENSG00000282156,,AL512324.4,
ENSG00000130733,FinGER2,YIPF2,78992
ENSG00000130733,MGC3262,YIPF2,78992
ENSG00000130167,TM-8,TSPAN16,26526
ENSG00000130167,TM4-B,TSPAN16,26526
ENSG00000130167,TM4SF16,TSPAN16,26526
ENSG00000162398,C1orf177,LEXM,163747
ENSG00000162398,FLJ40201,LEXM,163747
ENSG00000162398,LEM,LEXM,163747
ENSG00000255757,,AC087894.1,
ENSG00000256597,FLJ37505,LINC02393,
ENSG00000278317,,H3P46,
ENSG00000271013,,LRRC37A9P,
ENSG00000181511,,AC011890.1,
ENSG00000241408,,CR759957.1,
ENSG00000128645,HOX4,HOXD1,3231
ENSG00000128645,HOX4G,HOXD1,3231
ENSG00000237828,PA2G4P,PA2G4P1,
ENSG00000224642,dJ25J6.6,HCG15,
ENSG00000224642,dJ25J6.7,HCG15,
ENSG00000224642,HCG16,HCG15,
ENSG00000236446,CT47.13,CT47B1,643311
ENSG00000266501,,AC025198.1,
ENSG00000225351,,ZNF311,282890
ENSG00000133195,C17orf26,SLC39A11,201266
ENSG00000288139,,AL031297.1,
ENSG00000271346,,AC008162.1,
ENSG00000278646,,AC008162.2,
ENSG00000236663,LncRNA-AP001631.9,FRGCA,
ENSG00000232777,,MRPL51P2,
ENSG00000228120,,AP001631.1,
ENSG00000224189,HOXD-AS1,HAGLR,
ENSG00000224189,Mdgt,HAGLR,
ENSG00000224189,MIR7704HG,HAGLR,
ENSG00000198738,bA33E24.4,SMIM11P1,
ENSG00000198738,C6orf161,SMIM11P1,
ENSG00000198738,FAM165A,SMIM11P1,
ENSG00000286549,,AP001631.2,
ENSG00000087266,CRBM,SH3BP2,6452
ENSG00000087266,RES4-23,SH3BP2,6452
ENSG00000226685,CT47.12,CT47A12,100507170
ENSG00000280470,CEACAM24P,CEACAMP3,
ENSG00000280470,CGM10,CEACAMP3,
ENSG00000281380,,AC244635.2,
ENSG00000270678,,AL670379.6,
ENSG00000280983,,AC244635.1,
ENSG00000281505,,DNAJC19P2,
ENSG00000226929,CT47.11,CT47A11,255313
ENSG00000287788,,AC013701.2,
ENSG00000227591,,HSD11B1-AS1,
ENSG00000285651,,AL450992.3,
ENSG00000159445,CTMP,THEM4,117145
ENSG00000117594,HSD11,HSD11B1,3290
ENSG00000117594,HSD11B,HSD11B1,3290
ENSG00000117594,SDR26C1,HSD11B1,3290
ENSG00000286701,,AC044893.2,
ENSG00000168333,C8orf22,PPDPFL,492307
ENSG00000183196,MCDC1,CHST6,4166
ENSG00000273495,,CUBNP2,
ENSG00000274650,,OR6D1P,
ENSG00000215168,,AL139276.1,
ENSG00000273143,,AL355512.1,
ENSG00000237294,,EIF4BP9,
ENSG00000282083,,AC015849.9,
ENSG00000270639,,ECM1P1,
ENSG00000282115,,AC015849.10,
ENSG00000237642,,HMGB3P5,
ENSG00000274629,,AC073052.1,
ENSG00000276986,C17orf66,HEATR9,256957
ENSG00000276986,FLJ32830,HEATR9,256957
ENSG00000257097,,CLIP1-AS1,
ENSG00000101596,FSHD2,SMCHD1,23347
ENSG00000101596,KIAA0650,SMCHD1,23347
ENSG00000277495,,OR13A1,79290
ENSG00000203472,,AC009163.1,
ENSG00000259351,,AC015914.1,
ENSG00000270493,,AL670379.4,
ENSG00000214760,RPL21P,RPL21P1,
ENSG00000035664,DRP-1,DAPK2,23604
ENSG00000035664,MGC119312,DAPK2,23604
ENSG00000159111,L10MT,MRPL10,124995
ENSG00000159111,MGC17973,MRPL10,124995
ENSG00000159111,MRP-L10,MRPL10,124995
ENSG00000159111,MRP-L8,MRPL10,124995
ENSG00000159111,MRPL8,MRPL10,124995
ENSG00000159111,RPML8,MRPL10,124995
ENSG00000224089,CT47.10,CT47A10,728036
ENSG00000123689,,G0S2,50486
ENSG00000228335,,AC073063.1,
ENSG00000231384,,AC007919.2,
ENSG00000287012,,AC108667.3,
ENSG00000144959,AADACL1,NCEH1,57552
ENSG00000144959,KIAA1363,NCEH1,57552
ENSG00000144959,NCEH,NCEH1,57552
ENSG00000044524,ETK,EPHA3,2042
ENSG00000044524,ETK1,EPHA3,2042
ENSG00000044524,HEK,EPHA3,2042
ENSG00000044524,HEK4,EPHA3,2042
ENSG00000044524,TYRO4,EPHA3,2042
ENSG00000256971,,LINC00508,
ENSG00000104783,hIKCa1,KCNN4,3783
ENSG00000104783,hKCa4,KCNN4,3783
ENSG00000104783,hSK4,KCNN4,3783
ENSG00000104783,IK,KCNN4,3783
ENSG00000104783,KCa3.1,KCNN4,3783
ENSG00000258232,,AC125611.3,
ENSG00000256193,,LINC00507,
ENSG00000130429,ARC41,ARPC1B,10095
ENSG00000130429,p40-ARC,ARPC1B,10095
ENSG00000130429,p41-ARC,ARPC1B,10095
ENSG00000258101,,AC010173.1,
ENSG00000271154,,AL670379.10,
ENSG00000273971,,AC009163.6,
ENSG00000123416,K-ALPHA-1,TUBA1B,10376
ENSG00000226600,CT47.9,CT47A9,728042
ENSG00000183401,,CCDC159,126075
ENSG00000218766,,AL450338.1,
ENSG00000257411,,AC034102.2,
ENSG00000166676,FAM18A,TVP23A,780776
ENSG00000166676,YDR084C,TVP23A,780776
ENSG00000229661,,BUD31P2,
ENSG00000225201,,HLA-E,3133
ENSG00000255155,,AP004371.1,
ENSG00000236616,BAK3,BAK1P2,
ENSG00000236616,BAK3P,BAK1P2,
ENSG00000236616,BCL2L7P2,BAK1P2,
ENSG00000175728,C11orf44,LINC02873,
ENSG00000175728,FLJ39058,LINC02873,
ENSG00000065361,HER3,ERBB3,2065
ENSG00000065361,LCCS2,ERBB3,2065
ENSG00000288013,,AP003486.2,
ENSG00000255352,PPP1R10P,PPP1R10P1,
ENSG00000254842,RP11-890B15.2,LINC02551,
ENSG00000264196,,AC011120.1,
ENSG00000126267,COX6B,COX6B1,1340
ENSG00000126267,COXG,COX6B1,1340
ENSG00000275581,4F5,SERF1A,8293
ENSG00000275581,FAM2A,SERF1A,8293
ENSG00000275581,H4F5,SERF1A,8293
ENSG00000275581,SERF1,SERF1A,8293
ENSG00000275581,SMAM1,SERF1A,8293
ENSG00000256779,,AP002383.3,
ENSG00000255455,,AP003486.1,
ENSG00000130309,FLJ22329,COLGALT1,79709
ENSG00000130309,GLT25D1,COLGALT1,79709
ENSG00000249334,,AC084048.1,
ENSG00000060749,FLJ21924,QSER1,79832
ENSG00000167525,MGC39650,PROCA1,147011
ENSG00000230559,,RPL17P12,
ENSG00000230387,,AL118508.1,
ENSG00000227134,,OTX2P2,
ENSG00000279422,,AC231657.1,
ENSG00000269313,FLJ21687,MAGIX,79917
ENSG00000269313,JM10,MAGIX,79917
ENSG00000269313,PDZX,MAGIX,79917
ENSG00000260078,,AC007342.3,643802
ENSG00000198526,PABP2,PABPC1P2,
ENSG00000198526,PABP4,PABPC1P2,
ENSG00000198526,PABPCP2,PABPC1P2,
ENSG00000198526,PABPCP4,PABPC1P2,
ENSG00000271583,,AC103881.1,
ENSG00000261804,,AC007342.4,
ENSG00000267213,,AC007773.1,
ENSG00000217746,,AL096800.1,
ENSG00000268884,,AC010323.2,
ENSG00000239264,EndoPDI,TXNDC5,81567
ENSG00000239264,ERp46,TXNDC5,81567
ENSG00000239264,FLJ21353,TXNDC5,81567
ENSG00000239264,FLJ90810,TXNDC5,81567
ENSG00000239264,Hcc-2,TXNDC5,81567
ENSG00000239264,MGC3178,TXNDC5,81567
ENSG00000239264,PDIA15,TXNDC5,81567
ENSG00000287091,,AC009961.3,
ENSG00000241399,BIMLEC,CD302,9936
ENSG00000241399,CLEC13A,CD302,9936
ENSG00000241399,DCL-1,CD302,9936
ENSG00000241399,KIAA0022,CD302,9936
ENSG00000235109,ZNF310P,ZSCAN31,64288
ENSG00000235109,ZNF323,ZSCAN31,64288
ENSG00000130349,C6orf203,MTRES1,51250
ENSG00000130349,HSPC230,MTRES1,51250
ENSG00000130349,PRED31,MTRES1,51250
ENSG00000286468,,AC010251.1,
ENSG00000261475,,LINC02190,
ENSG00000105185,MGC9294,PDCD5,9141
ENSG00000105185,TFAR19,PDCD5,9141
ENSG00000250343,CTC-255N20,STK32A-AS1,
ENSG00000261648,,AC106730.1,
ENSG00000270287,,AL359704.1,
ENSG00000213547,,VN1R64P,
ENSG00000229965,,RPS3AP7,
ENSG00000261346,,AC116348.5,
ENSG00000128709,HOX4,HOXD9,3235
ENSG00000128709,HOX4C,HOXD9,3235
ENSG00000177770,,CDKN2AIPNLP1,
ENSG00000287627,,AL359704.2,
ENSG00000082482,K2p2.1,KCNK2,3776
ENSG00000082482,TREK-1,KCNK2,3776
ENSG00000167552,B-ALPHA-1,TUBA1A,7846
ENSG00000167552,FLJ25113,TUBA1A,7846
ENSG00000167552,TUBA3,TUBA1A,7846
ENSG00000244302,,PEX5L-AS2,
ENSG00000203685,C1orf95,STUM,375057
ENSG00000203685,DKFZp761P211,STUM,375057
ENSG00000274859,,AC131238.1,
ENSG00000176834,,VSIG10,54621
ENSG00000239397,,AC084878.1,
ENSG00000270178,,AC007687.1,
ENSG00000262583,,TMEM231P1,
ENSG00000243799,,PEX5L-AS1,
ENSG00000253474,,AC044893.1,
ENSG00000271041,,AL670379.9,
ENSG00000225979,,AC010746.2,
ENSG00000226510,,UPK1A-AS1,
ENSG00000114757,PEX5R,PEX5L,51555
ENSG00000114757,PXR2,PEX5L,51555
ENSG00000114757,TRIP8b,PEX5L,51555
ENSG00000105668,TSPAN21,UPK1A,11045
